date,status,speaker,title,url,last_checked,language,type,description,duration,church
2017-04-25,Success,Joseph Coleman,And of Some Have Compassion Excerpt,https://www.youtube.com/watch?v=Qxu2BA5QksE,2026-01-04,English,Song / Worship,Joseph Coleman Ministries,3,Coleman Family Ministries
2017-04-25,Success,Unknown Speaker,Follow Me Excerpt,https://www.youtube.com/watch?v=zf56BwkMdF0,2026-01-04,Unknown,Sermon Clip,,5,Coleman Family Ministries
2017-04-25,Success,Joseph Coleman,I Have Seen The Lord Excerpt,https://www.youtube.com/watch?v=fUxWwB7uRXE,2026-01-04,English,Sermon Clip,Joseph Coleman Ministries,5,Coleman Family Ministries
2017-04-25,Success,Joseph Coleman,Ask What You Will Excerpt,https://www.youtube.com/watch?v=IRGq3jtg7T8,2026-01-04,English,Sermon Clip,Joseph Coleman Ministries,10,Coleman Family Ministries
2017-04-25,Success,Joseph Coleman,For This Saying Excerpt,https://www.youtube.com/watch?v=i_4zkabMYoU,2026-01-04,English,Sermon Clip,Joseph Coleman Ministries,2,Coleman Family Ministries
2017-04-25,Success,Joseph Coleman,Resurrection Faith Excerpt,https://www.youtube.com/watch?v=BN0AOjtBtXA,2026-01-04,English,Song / Worship,Joseph Coleman Ministries,3,Coleman Family Ministries
2017-04-25,Success,Joseph Coleman,7 Thunders The Capstone Revelation of Jesus Christ Excerpt,https://www.youtube.com/watch?v=9dCS1Zeon7g,2026-01-04,English,Sermon Clip,Joseph Coleman Ministries,2,Coleman Family Ministries
2017-04-25,Success,Joseph Coleman,Lovest Thou Me Excerpt,https://www.youtube.com/watch?v=mDnew0tJvWc,2026-01-04,English,Sermon Clip,Joseph Coleman Ministries,4,Coleman Family Ministries
2017-04-25,Success,Joseph Coleman,Peace Be Unto You Excerpt,https://www.youtube.com/watch?v=0AMz6ODHxk8,2026-01-04,English,Sermon Clip,Joseph Coleman Ministries,6,Coleman Family Ministries
2017-04-25,Success,Joseph Coleman,Christ Directed Service Excerpt,https://www.youtube.com/watch?v=lm4boQgpARs,2026-01-04,English,Sermon Clip,Joseph Coleman Ministries,7,Coleman Family Ministries
2017-04-25,No Transcript,Joseph Coleman,Anointed & Commissioned Excerpt,https://www.youtube.com/watch?v=hbuaht44Znw,2026-01-04,Unknown,Sermon Clip,Joseph Coleman Ministries,6,Coleman Family Ministries
2017-04-23,No Transcript,Unknown Speaker,The Ministry of the Morning Star,https://www.youtube.com/watch?v=aVlOrv9GMII,2026-01-04,Unknown,Church Service,"Bro. Coleman March 3, 1991",121,Coleman Family Ministries
2017-04-16,Success,Coleman,Receive Ye The Holy Ghost Excerpt,https://www.youtube.com/watch?v=LnB-HvqRB9s,2026-01-10,Unknown,Sermon Clip,,6,Coleman Family Ministries
2017-04-16,Success,Coleman,Receive Ye The Holy Ghost,https://www.youtube.com/watch?v=_ag-NT_gZ5U,2026-01-10,Unknown,Church Service,,83,Coleman Family Ministries
2017-04-15,Success,Unknown Speaker,Charity,https://www.youtube.com/watch?v=4atltdK0cJU,2026-01-04,English,Church Service,The 7 Thunders- 2 Peter 1: 5-8,2,Coleman Family Ministries
2017-04-14,Success,Brotherly Kindness,Brotherly Kindness,https://www.youtube.com/watch?v=Vg-E0rSRiEY,2026-01-04,English,Church Service,The 7 Thunders- 2 Peter 1: 5-8,3,Coleman Family Ministries
2017-04-13,Success,Godliness,Godliness,https://www.youtube.com/watch?v=bP2LhNI9p2E,2026-01-04,English,Church Service,The 7 Thunders- 2 Peter 1: 5-8,1,Coleman Family Ministries
2017-04-12,Success,Patience,Patience,https://www.youtube.com/watch?v=GZ3YVU9gXp4,2026-01-04,English,Church Service,The 7 Thunders- 2 Peter 1: 5-8,2,Coleman Family Ministries
2017-04-11,Success,Unknown Speaker,Temperance,https://www.youtube.com/watch?v=f3tVK_fB8Z4,2026-01-04,English,Church Service,The 7 Thunders- 2 Peter 1: 5-8,2,Coleman Family Ministries
2017-04-10,Success,Knowledge,Knowledge,https://www.youtube.com/watch?v=I21rfUv98gw,2026-01-04,English,Church Service,The 7 Thunders- 2 Peter 1: 5-8,2,Coleman Family Ministries
2017-04-09,Success,Unknown Speaker,Virtue,https://www.youtube.com/watch?v=CeakOwUtLPk,2026-01-04,English,Church Service,The 7 Thunders- 2 Peter 1: 5-8,3,Coleman Family Ministries
2017-04-09,Success,Unknown Speaker,The Spirit of Elijah Doth Rest Upon Elisha Excerpt (Español),https://www.youtube.com/watch?v=_nahKu3tCis,2026-01-04,Spanish,Sermon Clip,"Bro.Coleman November 7, 1982",4,Coleman Family Ministries
2017-04-09,No Transcript,Unknown Speaker,The Spirit of Elijah Doth Rest Upon Elisha (Español),https://www.youtube.com/watch?v=0d1agmzZo9g,2026-01-02,Spanish,Church Service,"Bro.Coleman November 7, 1982",116,Coleman Family Ministries
